id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
81416,1.5e-05,udp,-,INT,2,0,116,0,66666.66835,254,0,30933334.0,0.0,0,0,0.015,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,58,0,0,0,6,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
28540,0.04317,udp,-,CON,4,4,520,304,162.149636,31,29,72272.40625,42251.5625,0,0,9.338667,10.017667,13.194142,14.154393,0,0,0,0,0.0,0.0,0.0,130,76,0,0,11,0,3,1,1,3,0,0,0,7,6,0,Normal,0
8191,0.005203,tcp,-,FIN,22,14,1470,1728,6726.888587,31,29,2158754.75,2467807.25,5,4,0.26015,0.344538,17.109493,0.413465,255,1790989227,1791310489,255,0.000757,0.0006,0.000157,67,123,0,0,8,0,3,1,1,7,0,0,0,5,4,0,Normal,0
24635,0.017015,tcp,-,FIN,48,50,2958,33044,5700.851919,31,29,1362092.25,15226094.0,7,18,0.370911,0.337694,0.0,19.52836,255,929427467,3097882013,255,0.000585,0.000464,0.000121,62,661,0,0,4,0,2,1,1,1,0,0,0,2,5,0,Normal,0
158291,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,27,2,27,27,14,27,0,0,0,27,27,0,Generic,1
39944,0.001039,udp,dns,CON,2,2,130,162,2887.391736,31,29,500481.2188,623676.625,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,7,0,6,1,1,2,0,0,0,5,5,0,Normal,0
170760,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,2,18,17,17,25,0,0,0,17,25,0,Generic,1
1020,2.778713,tcp,-,FIN,16,18,1540,1644,11.876002,31,29,4157.320312,4471.134766,4,4,185.224332,173.4875,13228.88444,296.735969,255,1106973132,3386449247,255,0.003734,0.00291,0.000824,96,91,0,0,14,0,16,13,1,4,0,0,0,14,16,0,Normal,0
16860,0.57439,tcp,-,FIN,122,126,7814,14990,430.021418,31,29,107940.6016,207134.5313,30,32,4.864602,4.59076,410.746844,401.577431,255,380113293,381128788,255,0.000708,0.000542,0.000166,64,119,0,0,4,0,3,1,1,1,0,0,0,3,6,0,Normal,0
22013,0.001063,udp,dns,CON,2,2,146,178,2822.201463,31,29,549388.5625,669802.5,0,0,0.009,0.037,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,4,1,1,2,0,0,0,1,2,0,Normal,0
8384,0.024262,tcp,-,FIN,38,40,2438,19266,3173.687264,31,29,782787.875,6194048.5,7,13,0.682657,0.625237,0.0,44.241028,255,3348891658,3405418462,255,0.000612,0.000501,0.000111,64,482,0,0,6,0,3,1,1,2,0,0,0,6,3,0,Normal,0
85854,0.630278,tcp,-,FIN,10,8,564,354,26.972225,254,252,6447.948242,3934.771729,2,1,68.605667,88.984859,5395.721186,137.304062,255,2922995109,1865076742,255,0.061897,0.007375,0.054522,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
45230,0.926283,tcp,-,FIN,10,6,2516,268,16.193755,254,252,19562.05664,1934.613892,2,1,97.560778,169.880594,5641.852978,280.882906,255,3400398093,967792140,255,0.150149,0.076877,0.073272,252,45,0,0,7,1,1,1,1,3,0,0,0,2,3,0,Normal,0
83378,1e-05,uti,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,5,3,3,10,0,0,0,5,8,0,Reconnaissance,1
161024,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,35,2,33,33,17,35,0,0,0,33,35,0,Generic,1
106380,3e-06,ip,-,INT,2,0,180,0,333333.3215,254,0,239999984.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,4,2,3,4,3,3,0,0,0,4,3,0,Exploits,1
28872,4.959942,tcp,-,FIN,236,438,13558,548216,135.687074,31,29,21776.0625,882211.9375,21,197,21.104782,11.34894,7808.078511,5732.609098,255,1567375410,1620418240,255,0.000594,0.000452,0.000142,57,1252,0,0,6,0,1,1,1,4,0,0,0,2,8,0,Normal,0
43676,2e-06,udp,-,INT,2,0,104,0,500000.0013,254,0,208000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,5,2,1,1,1,5,0,0,0,1,5,0,Normal,0
86873,0.437437,tcp,http,FIN,10,8,824,1424,38.862739,62,252,13569.9541,22787.28125,2,2,48.604111,57.094855,2698.045601,86.392562,255,2549934802,3686116476,255,0.100727,0.037051,0.063676,82,178,1,299,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
19667,0.000108,udp,-,INT,2,0,503,0,9259.259244,64,0,18666666.0,0.0,0,0,0.108,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,252,0,0,0,46,0,46,46,46,46,0,0,0,46,46,0,Normal,0
163732,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,16,16,16,33,0,0,0,16,33,0,Generic,1
147135,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,27,2,16,16,16,27,0,0,0,17,27,0,Generic,1
55019,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,1,1,1,7,0,0,0,1,7,0,Exploits,1
4311,0.001037,udp,dns,CON,2,2,130,162,2892.960519,31,29,501446.5,624879.5,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,2,1,1,3,0,0,0,6,1,0,Normal,0
70823,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,2,1,1,0,0,0,2,1,0,Reconnaissance,1
133653,1e-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,22,2,18,18,18,22,0,0,0,18,22,0,Generic,1
68582,0.4671,tcp,http,FIN,10,6,1132,268,32.113038,254,252,17452.36523,3836.437744,2,1,51.764889,77.007797,2781.048008,127.600344,255,2038602418,175914565,255,0.15756,0.082058,0.075502,113,45,1,0,1,1,2,1,1,5,0,0,1,2,1,0,Exploits,1
14078,0.004656,tcp,-,FIN,18,18,4528,2456,7517.182029,31,29,7348797.0,3986254.25,7,7,0.256059,0.245824,12.826969,0.324422,255,107006326,2259636740,255,0.000591,0.000473,0.000118,252,136,0,0,6,0,3,1,1,3,0,0,0,6,4,0,Normal,0
142048,33.363117,tcp,-,FIN,20,12,2920,536,0.92917,254,252,665.165649,117.974586,6,1,1755.003368,3021.1655,230484.4641,9092.199,255,1940834595,2469272045,255,0.217037,0.130289,0.086748,146,45,0,0,3,1,5,2,2,3,0,0,0,2,7,0,Fuzzers,1
112199,0.516158,tcp,http,FIN,10,8,774,1150,32.935652,62,252,10802.89356,15607.62402,2,2,57.350889,59.524145,2977.756947,81.2335,255,4131861620,1605784814,255,0.104112,0.063256,0.040856,77,144,1,172,2,1,1,1,1,1,0,0,1,2,1,0,Exploits,1
144116,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,17,17,17,32,0,0,0,18,32,0,Generic,1
160043,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,31,2,18,17,17,31,0,0,0,17,31,0,Generic,1
93474,0.862864,tcp,-,FIN,10,8,564,354,19.70183,254,252,4709.896484,2874.14917,2,1,86.823333,115.480289,6107.92825,145.820203,255,3015186373,2161206488,255,0.130496,0.054501,0.075995,56,44,0,0,1,1,1,1,1,1,0,0,0,16,1,0,Reconnaissance,1
130604,0.775131,tcp,-,FIN,12,8,3678,354,24.511986,254,252,34801.85938,3199.459229,3,1,66.813452,99.77943,3786.374123,179.138594,255,2909898292,649763651,255,0.17382,0.076666,0.097154,307,44,0,0,5,1,1,1,1,2,0,0,0,3,2,0,Fuzzers,1
148919,0.527483,tcp,http,FIN,12,10,1716,914,39.811711,254,252,23856.69336,12481.91895,3,2,46.395911,53.091891,3161.307186,101.161453,255,3727676594,715968814,255,0.096952,0.049647,0.047305,143,91,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
99704,9e-06,secure-vmtp,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0,Fuzzers,1
33477,0.024649,tcp,-,FIN,52,54,3182,39076,4259.807735,31,29,1012941.688,12447726.0,7,20,0.48612,0.453302,27.04724,25.520366,255,869197536,869530854,255,0.000772,0.000614,0.000158,61,724,0,0,8,0,4,1,1,1,0,0,0,2,8,0,Normal,0
28440,0.228152,tcp,-,FIN,22,24,2054,2478,197.236924,31,29,68761.17188,83277.8125,6,6,10.848524,9.874522,824.624839,791.275049,255,115244443,2261190165,255,0.001613,0.001034,0.000579,93,103,0,0,11,0,1,1,1,1,0,0,0,4,3,0,Normal,0
108716,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
56331,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,19,3,0,Exploits,1
170650,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,21,2,5,5,5,21,0,0,0,5,21,0,Generic,1
19934,0.176911,tcp,-,FIN,122,126,7814,14990,1396.182289,31,29,350458.7188,672518.9375,30,32,1.48379,1.422331,147.496332,145.00256,255,968380914,969381580,255,0.000654,0.000538,0.000116,64,119,0,0,8,0,1,1,1,2,0,0,0,5,6,0,Normal,0
6625,0.012556,tcp,ssh,FIN,62,58,5928,8010,9477.540859,31,29,3716470.25,5015610.0,14,17,0.212814,0.218926,13.857691,0.0,255,2315980456,2316278187,255,0.000774,0.000603,0.000171,96,138,0,0,1,0,4,1,1,1,0,0,0,1,1,0,Normal,0
53457,1.465535,tcp,-,FIN,106,20,131709,870,85.293081,254,252,712187.6875,4514.39209,50,1,13.538429,74.195734,1458.886322,89.715531,255,3267004877,2611834007,255,0.109432,0.055807,0.053625,1243,44,0,0,6,1,1,1,1,1,0,0,0,3,1,0,Fuzzers,1
166306,4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,3,3,5,0,0,0,5,5,0,DoS,1
143094,2.393509,tcp,-,FIN,112,24,135649,1042,56.402547,254,252,449341.9688,3339.030762,53,1,21.563144,101.129609,2609.996956,174.077641,255,2499408170,3407015881,255,0.11446,0.047998,0.066462,1211,43,0,0,2,1,3,2,2,2,0,0,0,2,6,0,Fuzzers,1
92451,0.855281,tcp,http,FIN,10,8,956,354,19.876509,254,252,8053.493652,2899.631836,2,1,95.031222,111.049859,5692.41913,176.024953,255,3080352498,2596228338,255,0.154057,0.077375,0.076682,96,44,1,0,3,1,2,2,2,2,0,0,4,3,2,0,DoS,1
147753,1.565023,tcp,http,FIN,12,28,1202,29548,24.919762,62,252,5633.144043,145648.9844,2,11,142.213369,55.253446,8778.302183,5563.360286,255,1673621650,2341914090,255,0.208378,0.073167,0.135211,100,1055,1,13824,1,1,1,1,1,1,0,0,1,5,1,0,Generic,1
91217,5e-06,tcp,-,REQ,2,0,90,0,200000.0051,254,0,72000000.0,0.0,1,0,0.005,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,4,1,1,10,0,0,0,5,10,0,Normal,0
27675,0.195988,tcp,-,FIN,22,24,2054,2478,229.605895,31,29,80045.71875,96944.71094,6,6,9.316715,8.495913,901.63932,857.102505,255,1467628017,1467924770,255,0.000715,0.000573,0.000142,93,103,0,0,5,0,2,1,1,2,0,0,0,5,6,0,Normal,0
39545,0.351059,tcp,-,FIN,62,62,3702,48710,350.368467,31,29,83017.39063,1092124.125,7,24,5.845517,5.74618,368.890416,10.042845,255,3655107093,1510009224,255,0.00093,0.000533,0.000397,60,786,0,0,10,0,6,1,1,2,0,0,0,6,5,0,Normal,0
111766,5e-06,zero,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,3,0,0,0,3,3,0,Exploits,1
141381,5e-06,argus,-,INT,2,0,180,0,200000.0051,254,0,144000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,10,2,9,8,8,10,0,0,0,8,10,0,Exploits,1
154724,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,4,6,0,DoS,1
169202,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,14,14,14,32,0,0,0,14,32,0,Generic,1
18369,0.001652,udp,-,CON,4,4,544,304,4237.288119,31,29,1975786.875,1104116.25,0,0,0.427333,0.198333,0.600098,0.274129,0,0,0,0,0.0,0.0,0.0,136,76,0,0,6,0,8,1,1,5,0,0,0,3,10,0,Normal,0
39293,1.190198,tcp,http,FIN,14,18,1684,10168,26.046088,31,29,10512.53711,64553.96875,3,5,91.525615,69.982765,9677.214333,8472.372829,255,3315371362,3321108892,255,0.000614,0.000488,0.000126,120,565,1,3924,5,0,2,4,1,1,0,0,1,7,2,0,Normal,0
130826,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,16,16,16,16,0,0,0,19,16,0,Generic,1
23666,0.124774,tcp,-,FIN,48,50,2958,33044,777.40554,31,29,185743.8281,2076330.0,7,18,2.765711,2.534163,0.0,147.235556,255,2993583297,3166753054,255,0.000753,0.000596,0.000157,62,661,0,0,6,0,4,1,1,7,0,0,0,1,8,0,Normal,0
93275,0.687746,tcp,http,FIN,10,8,1214,1128,24.718428,254,252,12713.99609,11480.9834,2,2,76.416222,86.049289,4432.159002,121.417969,255,2505803290,703034069,255,0.119489,0.058218,0.061271,121,141,1,138,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
80725,7e-06,udp,-,INT,2,0,1198,0,142857.1409,254,0,684571392.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,599,0,0,0,2,2,2,2,2,2,0,0,0,2,2,0,Fuzzers,1
69531,0.220929,tcp,http,FIN,10,6,874,268,67.895117,254,252,28497.84375,8111.203125,2,1,22.491333,41.091602,1204.310029,68.449523,255,2028945347,2905473917,255,0.075348,0.015464,0.059884,87,45,1,0,2,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
44286,1.15322,tcp,-,FIN,10,8,738,354,14.741332,254,252,4613.169922,2150.500244,2,1,124.147667,150.811719,7313.693086,253.071406,255,4113718916,2798899091,255,0.16948,0.097529,0.071951,74,44,0,0,3,1,3,2,1,3,0,0,0,3,6,0,Normal,0
90657,0.263899,tcp,-,FIN,10,6,644,268,56.839928,254,252,17582.48438,6790.476562,2,1,29.322111,40.218398,1512.429955,70.937305,255,887704006,4294190217,255,0.101689,0.042418,0.059271,64,45,0,0,9,1,3,3,1,9,0,0,0,3,9,0,Fuzzers,1
157206,0.43535,tcp,-,FIN,10,6,756,268,34.455036,254,252,12514.06934,4116.228516,2,1,46.313778,73.795602,2357.784569,110.631023,255,2208703580,4281158932,255,0.122021,0.06637,0.055651,76,45,0,0,4,1,17,1,1,19,0,0,0,17,3,0,Fuzzers,1
120632,1.596593,tcp,http,FIN,16,8,12022,354,14.405675,254,252,56475.25781,1553.307495,5,1,106.439536,209.579578,8058.716247,385.577531,255,2131845811,871083062,255,0.173267,0.109907,0.06336,751,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
74234,3e-06,sm,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,1,1,1,5,0,0,0,1,5,0,Exploits,1
51780,9e-06,udp,-,INT,2,0,78,0,111111.1072,254,0,34666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,13,2,3,2,1,8,0,0,0,5,9,0,Fuzzers,1
83489,1e-06,udp,-,INT,2,0,1064,0,1000000.003,254,0,4256000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,4,2,4,1,1,3,0,0,0,1,9,0,Fuzzers,1
5984,0.105836,tcp,-,FIN,22,14,1470,1728,330.70034,31,29,106126.4609,121319.7813,5,4,5.03981,8.087308,422.776094,15.147744,255,493045944,493355689,255,0.000713,0.000576,0.000137,67,123,0,0,3,0,2,1,1,2,0,0,0,2,3,0,Normal,0
67944,5e-06,udp,-,INT,2,0,320,0,200000.0051,254,0,256000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,160,0,0,0,14,2,1,1,1,1,0,0,0,3,1,0,Shellcode,1
34761,0.004273,udp,-,CON,4,4,568,312,1638.19324,31,29,797566.0625,438099.6875,0,0,1.134667,0.986,1.596177,1.388758,0,0,0,0,0.0,0.0,0.0,142,78,0,0,6,0,3,1,1,5,0,0,0,3,4,0,Normal,0
149552,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,22,2,17,16,16,23,0,0,0,17,22,0,Generic,1
122441,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,21,2,18,18,18,21,0,0,0,18,21,0,Generic,1
135979,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,31,31,14,32,0,0,0,31,32,0,Generic,1
106795,0.593907,tcp,-,FIN,10,6,534,268,25.25648,254,252,6479.128906,3017.307373,2,1,63.431889,106.315602,3564.010083,158.333297,255,3086355114,2963710655,255,0.174727,0.062321,0.112406,53,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Normal,0
139374,0.873693,tcp,ftp,FIN,12,12,1200,1328,26.325037,254,252,10072.1875,11152.65918,3,4,79.426635,74.414547,3857.244962,88.131086,255,3578487725,334867970,255,0.115396,0.054068,0.061328,100,111,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
41449,0.714507,tcp,-,FIN,10,8,588,354,23.79263,254,252,5934.161621,3470.924805,2,1,74.545222,87.06943,4204.249529,150.564594,255,2582652836,2734651011,255,0.155621,0.10502,0.050601,59,44,0,0,2,1,1,1,1,2,0,0,0,2,2,0,Normal,0
173947,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,30,30,13,30,0,0,0,30,30,0,Generic,1
40047,0.001076,udp,dns,CON,2,2,146,178,2788.103975,31,29,542750.9375,661710.0,0,0,0.009,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,7,1,1,2,0,0,0,2,1,0,Normal,0
63694,1.169308,tcp,http,FIN,10,18,820,12778,23.090581,62,252,5049.140625,82571.92188,2,6,129.923111,64.192765,9195.914016,5120.361338,255,1763005186,2935907548,255,0.123017,0.077256,0.045761,82,710,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
163587,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,17,17,17,17,0,0,0,17,17,0,Generic,1
73165,8e-06,udp,-,INT,2,0,104,0,125000.0003,254,0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,10,2,1,1,1,6,0,0,0,1,6,0,Fuzzers,1
129962,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,7,7,7,23,0,0,0,7,23,0,Generic,1
93836,1.155379,tcp,-,FIN,10,8,756,354,14.713786,254,252,4715.335449,2146.481689,2,1,128.375444,154.061281,8527.075547,226.788328,255,1125787742,2829221973,255,0.109313,0.076083,0.03323,76,44,0,0,7,1,1,1,1,1,0,0,0,3,1,0,Fuzzers,1
20944,0.002827,tcp,ftp-data,FIN,6,8,320,1932,4598.514154,31,29,755571.25,4785284.5,1,2,0.5016,0.332429,27.897308,0.537135,255,2041030583,4190758113,255,0.000623,0.000497,0.000126,53,242,0,0,6,0,3,1,1,4,0,0,0,3,3,0,Normal,0
50085,0.833142,tcp,-,FIN,12,8,2028,760,22.805237,254,252,17850.49805,6385.466309,3,2,70.787185,108.81357,3659.344067,147.403437,255,786080753,301551002,255,0.159403,0.07144,0.087963,169,95,0,0,4,1,2,1,1,4,0,0,0,1,4,0,Fuzzers,1
84164,4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,4,2,2,8,0,0,0,4,5,0,DoS,1
37736,13.752399,tcp,-,FIN,456,858,25576,1094788,95.474248,31,29,14845.40918,636114.75,38,390,30.224366,16.065298,11477.68888,8363.822012,255,36557545,102821963,255,0.000611,0.000495,0.000116,56,1276,0,0,8,0,4,1,1,6,0,0,0,4,7,0,Normal,0
78086,0.625663,tcp,http,FIN,10,6,3170,268,23.974568,254,252,36479.70313,2864.161865,2,1,69.400111,112.299,3635.373257,182.140203,255,4047756434,2148906555,255,0.091344,0.064162,0.027182,317,45,1,0,1,1,16,1,1,16,0,0,1,16,1,0,DoS,1
139644,4.91964,tcp,ftp,FIN,24,24,1296,1704,9.553544,62,252,2019.659912,2655.47876,7,9,213.897386,209.216516,12214.81437,375.388406,255,2931816158,3998731756,255,0.266087,0.106858,0.159229,54,71,0,0,1,1,2,1,1,2,1,1,0,2,1,0,Exploits,1
17258,0.011968,tcp,-,FIN,34,36,2230,13500,5765.374399,31,29,1447192.5,8773396.0,7,11,0.364406,0.323429,31.877825,29.17652,255,645143097,645450359,255,0.000781,0.00064,0.000141,66,375,0,0,2,0,5,1,1,1,0,0,0,2,8,0,Normal,0
77171,2e-06,unas,-,INT,2,0,200,0,500000.0013,254,0,400000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0,Exploits,1
129097,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,3,3,7,0,0,0,4,7,0,Reconnaissance,1
105969,0.609356,tcp,-,FIN,10,10,608,646,31.18046,254,252,7194.480957,7640.854004,2,3,67.706222,44.730555,3228.742175,56.865832,255,4286111264,1436266793,255,0.140528,0.108486,0.032042,61,65,0,0,4,1,2,2,1,4,0,0,0,2,4,0,Normal,0
132648,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,18,18,0,0,0,19,18,0,Generic,1
148443,1e-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,2,18,17,17,25,0,0,0,17,25,0,Generic,1
103266,0.22603,tcp,-,FIN,10,6,886,268,66.36287,254,252,28244.03711,7928.150879,2,1,23.043222,43.690801,1219.99038,70.681328,255,4000455596,311194064,255,0.055363,0.007567,0.047796,89,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
65960,0.560841,tcp,http,FIN,10,8,844,1116,30.31162,62,252,10840.86133,13936.21289,2,2,62.315667,71.327859,3074.807426,115.275961,255,2376285094,2516914343,255,0.135555,0.060852,0.074703,84,140,1,172,6,1,2,2,2,6,0,0,4,14,6,0,Analysis,1
48491,0.903286,tcp,-,FIN,14,8,1324,726,23.248451,254,252,10893.55957,5632.767578,3,2,66.206075,118.968859,4153.331487,168.682406,255,1179073367,1906204401,255,0.177906,0.070494,0.107412,95,91,0,0,7,1,1,1,1,3,0,0,0,2,3,0,Fuzzers,1
54897,7e-06,gmtp,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,2,2,2,2,0,0,0,27,2,0,Exploits,1
31287,0.032325,tcp,-,FIN,122,126,7810,15494,7641.144726,31,29,1917030.25,3804362.0,30,32,0.275543,0.25436,16.971825,14.432295,255,2216516472,72133778,255,0.000656,0.000526,0.00013,64,123,0,0,3,0,1,1,1,1,0,0,0,1,5,0,Normal,0
121289,0.437657,tcp,ftp-data,FIN,8,8,364,586,34.273415,62,252,5831.050293,9377.206055,1,2,62.522431,59.935715,4318.592638,108.440508,255,3890351231,3642038341,255,0.059986,0.011928,0.048058,46,73,0,0,1,1,3,1,1,2,0,0,0,2,1,0,Exploits,1
